SrcEntity	TgtEntity	Score
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Academic	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Academic	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Address	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Address	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Article	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Article	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Book	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Book	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Booklet	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Booklet	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Chapter	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Chapter	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Collection	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Collection	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Conference	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Conference	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Date	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Date	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Deliverable	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Deliverable	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#InBook	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#InBook	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#InCollection	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#InCollection	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#InProceedings	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#InProceedings	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Informal	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Informal	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Institution	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Institution	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Journal	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Journal	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#LectureNotes	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#LectureNotes	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Manual	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Manual	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#MastersThesis	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#MastersThesis	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Misc	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Misc	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Monograph	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Monograph	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#MotionPicture	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#MotionPicture	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#PageRange	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#PageRange	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Part	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Part	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#PersonList	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#PersonList	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#PhdThesis	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#PhdThesis	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Proceedings	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Proceedings	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Publisher	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Publisher	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Reference	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Reference	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Report	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Report	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#School	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#School	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#TechReport	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#TechReport	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Unpublished	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Unpublished	1.0
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Monograph	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Collection	0.9979342222213745
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#Monograph	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Proceedings	0.9979056119918823
http://co4.inrialpes.fr/align/Contest/101/onto.rdf#LectureNotes	http://co4.inrialpes.fr/align/Contest/103/onto.rdf#Booklet	0.9978684186935425
